t,px,py,pz,vx,vy,vz,qw,qx,qy,qz
0.0,0.4230993515490913,-3.6939645135526784e-19,1.0078326032483236,0.9967099727791062,-9.054156007387757e-19,0.002500440198631053,0.9980860350701859,2.403565789317052e-19,0.061840654895275016,1.3761148084177228e-20
0.002,0.4250955193272498,-3.712186456061893e-19,1.007841801983456,0.9994485672374418,-9.168136632706575e-19,0.006699433208837789,0.9981573111309112,2.4466628784279527e-19,0.06067933944853265,1.3072715986052417e-20
0.004,0.4270970964057695,-3.7306384408673305e-19,1.0078594060952026,1.0021133225725172,-9.28419974469697e-19,0.01090650260228044,0.9982715190891545,2.489643545808215e-19,0.05877052131326373,1.2202665904866435e-20
0.006,0.42910354504305187,-3.7493092526643395e-19,1.0078823700423687,1.00431956115503,-9.386917803148698e-19,0.0120592695823304,0.9984026322535111,2.5322393529357333e-19,0.056499415123178166,1.0901818282445682e-20
0.008,0.4311143119540246,-3.768187333863914e-19,1.0079076547128634,1.0064316903291661,-9.491466759998146e-19,0.013227143109419942,0.9985277513485723,2.5737998166821196e-19,0.05424324646225326,8.239272213011375e-21
0.01,0.43312920936300736,-3.787276328982223e-19,1.0079352896283362,1.0084501445687426,-9.597828384632754e-19,0.01440943405868264,0.9986470489950553,2.614475887647858e-19,0.05200068781726369,4.5598914327825414e-21
0.012,0.43514805048810806,-3.8065775468806323e-19,1.0079653029288125,1.0103754994738097,-9.70139178699612e-19,0.015605448129480153,0.9987605680985275,2.3273888200885443e-19,0.04977275973368828,4.657002477184517e-21
0.014,0.43717064960755664,-3.826070468212362e-19,1.0079977213858224,1.012208226589791,-9.791836227023107e-19,0.0168145124877393,0.9988684487898318,2.261930131537379e-19,0.0475586165925376,6.0559546962520565e-21
0.016,0.4391968220229018,-3.845748819210057e-19,1.008032570427402,1.013948887969199,-9.88529375129912e-19,0.01803595542565846,0.9989707557010687,2.087129326744416e-19,0.045358893880212,7.632336748082172e-21
0.018000000000000002,0.441226384103603,-3.8655983276900226e-19,1.008069874153927,1.015597981268816,-9.961085905263623e-19,0.01926912177362025,0.999067609218966,1.7492607454203985e-19,0.04317304957378009,1.097768947612077e-20
0.02,0.4432591532663674,-3.8855906327605795e-19,1.0081096553608224,1.017156062564418,-1.0030780410044499e-18,0.020513361144332602,0.9991590859226984,1.576041220339585e-19,0.04100147580415065,1.0521369592917787e-20
0.022,0.4452949480057854,-3.9057127999108915e-19,1.0081519355559216,1.0186236484786042,-1.009095164620914e-18,0.02176803677830277,0.9992452939685917,1.5128210129858217e-19,0.038843821666043284,9.274804192938784e-21
0.024,0.4473335878836474,-3.925958452907087e-19,1.0081967349807646,1.0200012936772476,-1.0155416130290379e-18,0.02303251879166876,0.9993263161344866,1.6143869762977006e-19,0.03670032535383035,7.735036671279853e-21
0.026000000000000002,0.44937489355054927,-3.946336157418365e-19,1.0082440726287751,1.021289529020399,-1.0224147849754661e-18,0.02430618920226418,0.9994022527593921,1.8249618599800429e-19,0.03457075613076877,5.7990900306601594e-21
0.028,0.45141868674130187,-3.96686209007453e-19,1.0082939662656638,1.022488910438391,-1.0301723041572506e-18,0.02558843807665978,0.9994731894570166,1.7616829125771127e-19,0.032455254684249556,7.901125884903085e-21
