t,px,py,pz,vx,vy,vz,qw,qx,qy,qz
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.002,0.0,2.9740140867934637e-09,1.0000042084571739,0.0,5.948027965113971e-06,0.004208456060207548,0.9999999299018263,-0.0003744280205321799,0.0,0.0
0.004,0.0,3.7929851411225746e-08,1.0000127060193469,0.0,3.239732746960719e-05,0.004289101825223954,0.999999603452116,-0.000890559156163018,0.0,0.0
0.006,9.893168586988935e-26,1.4272995924277538e-07,1.0000213654588606,1.078494575913529e-22,7.546165839986848e-05,0.004370330815525845,0.9999990801859808,-0.0013563285708696935,2.7280691267317303e-21,-3.450910587484528e-22
0.008,3.6785326695581195e-25,3.546375059541093e-07,1.0000301879086317,1.3396734268939927e-22,0.00013974178215504448,0.004452108360950971,0.9999982735949551,-0.0018581730568581764,-1.4006986839986468e-21,-1.3657008086601842e-21
0.01,4.7266289905014555e-25,7.12736182865367e-07,1.00003917444944,-1.1012016319752861e-22,0.00022144032162887205,0.004534419540514401,0.9999972910116427,-0.0023276531906534503,-1.099322086008451e-20,-3.743512416678795e-21
0.012,-3.419958432492417e-25,1.2543589422194111e-06,1.0000483261134252,-7.8522772446845945e-22,0.0003234092685965091,0.004617227837450039,0.9999960267401771,-0.002818954391107129,-2.3284178161027693e-20,-5.253152017649355e-21
0.014,-2.990108321436966e-24,2.0179154132722466e-06,1.000057643879553,-1.9431819342104066e-21,0.0004432356454412001,0.004700519425476495,0.9999945906561232,-0.0032891729192280473,-3.5511387038636366e-20,-5.046344455066835e-21
0.016,-8.434970248537419e-24,3.0406529651059146e-06,1.0000671286803768,-3.581601304969786e-21,0.0005826750597626973,0.004784258991003655,0.9999928849400614,-0.003772276401992743,-4.7680934115737595e-20,-4.840617201546164e-21
0.018000000000000002,-1.7635186005514347e-23,4.360429235475488e-06,1.0000767813959508,-5.698162046523144e-21,0.0007401824122593708,0.004868431890730547,0.9999910053537824,-0.004241369063354879,-5.979284176764458e-20,-4.63446577998983e-21
0.02,-3.154470936892365e-23,6.014308470034462e-06,1.0000866028609863,-8.290534535265713e-21,0.0009168259329564259,0.0049530051097566915,0.9999888713819363,-0.00471774440610682,-7.184763712395941e-20,-4.42942422299574e-21
0.022,-5.111285434948341e-23,8.039672722066728e-06,1.000096593859095,-1.1356418190111848e-20,0.0011116045850568012,0.005037962634842622,0.9999865601726615,-0.005184541835880807,-8.38440045408676e-20,-3.882548713331645e-21
0.024,-7.728435531718224e-23,1.0473341852204394e-05,1.000106755129166,-1.4893526915094552e-20,0.0013251556444676873,0.005123273928227503,0.9999840097390956,-0.005655109735460271,-9.578055469126138e-20,-2.6518019978171164e-21
0.026000000000000002,-1.1099942976035902e-22,1.3352270132663144e-05,1.0001170873606262,-1.8899631127643636e-20,0.0015568191346602529,0.005208921660740837,0.999981279488019,-0.006118878451490874,-1.0766530672495848e-19,-2.1080821725670827e-21
0.028,-1.5319381056642788e-22,1.6712994546297224e-05,1.000127591198688,-2.3372468766384195e-20,0.0018069621414114503,0.005294877567104086,0.999978323816352,-0.006584215780084202,-1.1949804104254509e-19,-2.251419499421924e-21
0.03,-2.0479867922558722e-22,2.059207147928533e-05,1.0001382672407517,-2.8309750107072685e-20,0.0020751384879111995,0.005381123284592475,0.9999751872315789,-0.007044495806558589,-1.312745111531925e-19,-2.394129887633208e-21
